302407025126670337	302407025126670337	302407025126670337
217736276747620353	217736622647676928	217736837568020481
230388616172564483	230388883228078080	230391781987065856
219547205965586432	219547853285109761	219559480118099968
211284334240468994	211285086501474304	211285381197463553
240001087443189760	240001302258671616	240004197444096001
226579852055175168	226580918788300800	226581985370443776
222085586650021888	222085833623212032	222086106953420800
237208953002541059	237209976882466816	237210104292864001
210668504939110400	210668862121836544	210669018997202944
219355226371653632	219355499219521536	219355830124949504
232047955522244608	232049592861077504	232111186659913728
219287937135812608	219288754223976449	219289278314852355
239379462288977920	239379923947630593	239380091619131394
229865378845704192	229937595939966976	230219470512214016
209432810572886017	209436269778964481	209436810961620992
217281912320962562	217285238118813696	217285315138822145
237227009032474625	237227534352261120	237227996099006465
237845421198807040	237855231210311680	237855739392176128
223961737785905152	224147290443620352	224191074049073152
213103740297805824	213104081307316225	213104929554968576
224792607702781953	224792925433901057	224793286223728640
238710920803647488	238711469397663744	238713098641485824
210321098825400321	210321335027634177	210321841036861440
234167442232995842	234167689650790400	234168086259986432
212641457402691584	212642097684160513	212642245340434432
232206419502452736	232207718826524672	232208530923454464
212516388013735936	212526215037329409	212536296210563072
222928898256683008	222951756810829825	222961619515351041
212659765808074753	212661657875386369	212667228963872768
217442819588108289	217442982964633601	217443307234668544
208365136522657792	208365299832078336	208365608054702081
212338885685022721	212339232348454912	212339445905629186
215308645079056385	215309352653950976	215309842557046784
216055406273892355	216057239318966272	216059753904877568
208492799602077697	208493959419412480	208496771758956544
222775496805584896	222779039490908161	222779393649545218
229077463056142336	229077617498800128	229079525911314433
210464912072392704	210465182386884608	210466408163835904
218149216550273024	218149350528925696	218149488806727680
224371632754532353	224374395999756288	224375958264758272
234826701190868993	234827097808465920	234827332932747264
220942146109308928	220942556601655297	220942693264658432
214849683724578816	214852014453161984	214855471528558592
215131150107164673	215131601049366529	215131843442393088
222401091747328003	222401689188188160	222401875293642752
236730506467753984	236730714077425665	236731104520990720
234417667874893824	234418134226964480	234418237889204224
227746396692959232	227748149270290432	227748334645940224
214621586920181761	214622068015251457	214624682471727104
226676055346401281	226676320967467008	226676718310678528
223285774005710849	223288106881777664	223289394122076160
217431788010741761	217432032685457408	217434265162493952
214791618774052864	214791754224906240	214791820318748674
240552929046704128	240553251760640001	240553700433731584
214203760891801601	214204324090355713	214204622443782145
208650581919801344	208650971625168898	208672033561772034
218546922179407872	218547768157933568	218549910612611074
236480308499865601	236480669096742912	236480846436106242
211541221628313601	211542299153416192	211542984938889216
228226153696083968	228226783097548801	228227151273553920
223652846111956992	223653389203021824	223655153197260800
231218946760638464	231219999627415553	231220667230588928
218206999446433795	218207284138999808	218229238355079168
214902333161738240	214905244549779457	214906085641961473
212367568726536192	212367903641698305	212368109024182272
230894274080808960	230895792674709505	230895964586663937
239937859035992064	239939194670178305	239939838231580673
234686953109463041	234687092498788352	234687290885144576
238644581997113344	238644743918202880	238644829318422529
208714337387421696	208714675322486784	208715289448296449
220405902740688896	220406355700355072	220410886232342528
214763416835985408	214763804502933504	214764092576112641
239264294968127488	239266493332848640	239266749357359104
213605599789850624	213606183976706049	213606878356307969
230815170191052800	230815448495689728	230815654297608193
210044359788335104	210044604920238080	210045095527981059
230646290927730688	230647084552962049	230647418104995841
208836165229486082	208843911580491776	208846242162290689
217242425784152065	217246239954186241	217246474378018816
229676169262415872	229676756880195584	229678173862899712
218078618218278912	218079155772866560	218079516826939392
228969377654001664	228969868211408896	228971467814076418
220589079732043776	220589497858002944	220596960678256640
239717881665961984	239718183701975040	239718573717729280
217560332867076096	217560716914327552	217561695403520000
235116237242396672	235116747928268801	235116952622862336
216452050706374656	216454086374076416	216455998687289345
227258475095400448	227448785331187712	227466618207354881
228029228019490816	228029401932120064	228029784658169856
212758832676478976	212766866605740032	212767168293638144
213734030863118337	213734497382961152	213734802636017665
227681010060513280	227683242088742912	227683550558818305
237778377333952512	237778733585559552	237779719297327104
229273053052416001	229273326353256448	229274898554552321
228074903767748609	228083614619951104	228243091490996224
217843473389322240	217845222179221504	217846480109715457
218990820437663745	219012027719483393	219013928330592257
214414445076684801	214423750697943040	214423913491468289
221762141156409347	221764179114205184	221764497793232896
208629420502695936	208629540023582720	208629808568090625
209683388477607936	209683731827523585	209684451251335168
219924704809586688	219924920061263873	219925031482961921
215344416985059328	215344602444607489	215344828718919680
241584794666930176	241585075853070336	241585163992199168
211376326819581952	211415061690990592	211436531070681090
213867599648395264	213869069584171008	213869729599864833
228746628880822272	228749620963078145	228750088028180480
221709910784749568	221711265674960896	221711858225258497
233423356932792320	233804791741046784	233993199813804032
240319119885475840	240319958893084672	240321108128182272
233198189027680256	233198345768824833	233198603173244928
218915842413441025	218916162078121984	218916649644982273
218928676916568064	218928843191369728	218928973403537408
239571367790522369	239572141941596160	239572803492405249
222092643943989249	222092709618393088	222092858449084416
214315919550324736	214349103323283457	214349346198650880
219906351659368449	219906996210638848	219907158580543488
213788376267108354	213795486816149504	213802738281234432
224864714214211585	225618991320797184	225624269265190913
223235014559670274	223236383895076864	223236830336794624
210679183297355778	210679312595165184	210680234117304321
230140191174705152	230141584228884480	230141867050807297
227960508123332610	227961941665144832	227962512631554048
211068459889590274	211068778618957825	211069057947017216
220951001362997248	220951452460396546	220951610006831105
209323859638362113	209339187269345280	209345866002219010
213794117933740032	213795583788457985	213795772397916162
216043355459698688	216043435604447232	216043895769939969
223065726368493570	223065953376800771	223066332466393089
236262622465495040	236262876699054080	236262972245282816
218495963550064640	218496067489107969	218497918108319744
222989213694566401	222992158649618432	222992541765730305
238050574690562051	238050799501070336	238050957018157057
219353336267276289	219358171641298946	219358736773427201
226805622191034368	226819650208550912	226820825964244992
208646383014645760	208646992035975168	208647144998051841
215675227353518081	215675457343987712	215675764065058818
226484206807707650	226484731016015873	226484919692558337
223041291259359232	223041537985089537	223042087942230017
222418297549885443	222418499467886592	222421027836268545
234666238356381700	234667130988158979	234667600238481409
223182720040312832	223183698860847104	223183966721671169
225518785111670784	225519004339544064	225519165673447425
222226337883111426	222226617156636672	222230426004094976
217122752501514240	217128340153311233	217128535830175744
224192275587153920	224208713102270464	224209627053694976
211351258823524353	211351520376135682	211352260209414144
211198853553205248	211199010868957184	211199349621915648
224977144076447744	224978555006763008	224979665482289152
228258474474225665	228258570477654016	228259053577580545
240387040527667200	240387911399403522	240388837090660353
224042427298754561	224042627471912960	224043462083878912
213019185951944704	213019387425337344	213019555864391680
230461485384601600	230461624413204481	230461888062971904
223320068237430785	223320471658180608	223320810834771968
233581195001229312	233583077698437121	233584295330070528
222803973596393474	222818068584337409	222818327117049858
214839043278635008	214839533789913088	214840263321989121
212136940621938689	212137192460521474	212137670778945537
218533771455111169	218534184292069377	218534369567064065
226709926632906752	226957083386470400	227040270338904064
218231092531040256	218231261196599296	218231540495290369
