
sw12utt/sw_1205_2441.utt,2/sw2441,2441,73,sd,B,44,1,"{E I mean, } working in the national parks,","I/PRP mean/VBP ,/, working/VBG in/IN the/DT national/JJ parks/NNS ,/,","(FRAG (PRN (S (NP-SBJ (PRP I)) (VP (VBP mean))) (, ,)) (S-NOM (NP-SBJ (-NONE- *)) (VP (VBG working) (PP-LOC (IN in) (NP (DT the) (JJ national) (NNS parks))) (, ,) (INTJ (UH Uh)))) (, ,) (S-NOM (NP-SBJ (-NONE- *)) (VP (VBG working) (, ,) (X (S (NP-SBJ (-NONE- *)) (VP (VB clean) (PRT (RP up)) (NP (DT the) (NNS roadsides))))))) (-DFL- E_S))",109
sw12utt/sw_1205_2441.utt,2/sw2441,2441,74,b,A,45,1,Sure. /,Sure/UH ./.,(INTJ (UH Sure) (. .) (-DFL- E_S)),111
sw12utt/sw_1205_2441.utt,2/sw2441,2441,75,+,B,46,1,"{F Uh, } working, clean up the roadsides -- /","Uh/UH ,/, working/VBG ,/, clean/VB up/RP the/DT roadsides/NNS --/:","(FRAG (PRN (S (NP-SBJ (PRP I)) (VP (VBP mean))) (, ,)) (S-NOM (NP-SBJ (-NONE- *)) (VP (VBG working) (PP-LOC (IN in) (NP (DT the) (JJ national) (NNS parks))) (, ,) (INTJ (UH Uh)))) (, ,) (S-NOM (NP-SBJ (-NONE- *)) (VP (VBG working) (, ,) (X (S (NP-SBJ (-NONE- *)) (VP (VB clean) (PRT (RP up)) (NP (DT the) (NNS roadsides))))))) (-DFL- E_S))",109
sw12utt/sw_1205_2441.utt,2/sw2441,2441,76,ba,A,47,1,Exactly. /,Exactly/UH ./.,(INTJ (UH Exactly) (. .) (-DFL- E_S)),114
sw12utt/sw_1205_2441.utt,2/sw2441,2441,77,sv,B,48,1,"-- {E I mean, } I've always felt that people on welfare should be required to spend [ at least part of their time, +  *[[why no slash?]]","--/: I/PRP mean/VBP ,/, I/PRP 've/VBP always/RB felt/VBN that/IN people/NNS on/IN welfare/NN should/MD be/VB required/VBN to/TO spend/VB at/IN least/JJS part/NN of/IN their/PRP$ time/NN ,/,","(S (PRN (S (NP-SBJ (PRP I)) (VP (VBP mean))) (, ,)) (NP-SBJ (PRP I)) (VP (VBP 've) (ADVP-TMP (RB always)) (VP (VBN felt) (SBAR (IN that) (S (NP-SBJ-1 (NP (NNS people)) (PP (IN on) (NP (NN welfare)))) (VP (MD should) (VP (VB be) (VP (VBN required) (S (NP-SBJ-2 (-NONE- *-1)) (VP (TO to) (VP (VB spend) (RM (-DFL- \[)) (NP (NP (NP (ADVP (IN at) (JJS least)) (NN part)) (PP (IN of) (NP (PRP$ their) (NN time)))) (, ,) (IP (-DFL- \+)) (NP (RB not) (NP (PDT all) (DT the) (NN time)) (PRN (SBAR-PRP (IN because) (S (NP-SBJ (DT that)) (VP (VBZ takes) (ADVP (RB away)) (PP (IN from) (NP (PRP$ their) (NN opportunity) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB look) (PP (IN for) (NP (DT a) (NN job))))))))))) (, ,)) (CC but) (NP (NP (ADVP (IN at) (JJS least)) (DT some)) (PP (IN of) (NP (PRP$ their) (NN time)))))) (RS (-DFL- \])) (S-PRP (EDITED-3 (RM (-DFL- \[)) (S-PRP (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB look) (PP-UNF (IN for))))) (, ,) (IP (-DFL- \+))) (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VP (VB go) (ADVP-DIR (RB out))) (RS (-DFL- \])) (CC and) (VP (VB clean) (PRT (RP up)) (NP (DT the) (NNS roads)))))))))))))) (PRN (. .) (S (NP-SBJ (PRP You)) (VP (VBP know)))))) (, ,) (-DFL- E_S))",116
sw12utt/sw_1205_2441.utt,2/sw2441,2441,78,aa,A,49,1,"{F Oh } yeah,  /","Oh/UH yeah/UH ,/,","(INTJ (INTJ (UH Oh)) (INTJ (UH yeah)) (, ,) (-DFL- E_S))",118
sw12utt/sw_1205_2441.utt,2/sw2441,2441,79,aa,A,49,2,"[ absol-, +","absol-/UH ,/,","(INTJ (EDITED (RM (-DFL- \[)) (INTJ-UNF (UH absol-)) (, ,) (IP (-DFL- \+))) (UH Absolutely) (. .) (RS (-DFL- \])) (-DFL- E_S))",119
sw12utt/sw_1205_2441.utt,2/sw2441,2441,80,+,B,50,1,"{A not all the time because that takes away from their opportunity to look for a job, but } <beep> <<three times>> at least some of their time ] [ to look for, + to go out ] and clean up the roads.","not/RB all/PDT the/DT time/NN because/IN that/DT takes/VBZ away/RB from/IN their/PRP$ opportunity/NN to/TO look/VB for/IN a/DT job/NN ,/, but/CC at/IN least/JJS some/DT of/IN their/PRP$ time/NN to/TO look/VB for/IN ,/, to/TO go/VB out/RB and/CC clean/VB up/RP the/DT roads/NNS ./.","(S (PRN (S (NP-SBJ (PRP I)) (VP (VBP mean))) (, ,)) (NP-SBJ (PRP I)) (VP (VBP 've) (ADVP-TMP (RB always)) (VP (VBN felt) (SBAR (IN that) (S (NP-SBJ-1 (NP (NNS people)) (PP (IN on) (NP (NN welfare)))) (VP (MD should) (VP (VB be) (VP (VBN required) (S (NP-SBJ-2 (-NONE- *-1)) (VP (TO to) (VP (VB spend) (RM (-DFL- \[)) (NP (NP (NP (ADVP (IN at) (JJS least)) (NN part)) (PP (IN of) (NP (PRP$ their) (NN time)))) (, ,) (IP (-DFL- \+)) (NP (RB not) (NP (PDT all) (DT the) (NN time)) (PRN (SBAR-PRP (IN because) (S (NP-SBJ (DT that)) (VP (VBZ takes) (ADVP (RB away)) (PP (IN from) (NP (PRP$ their) (NN opportunity) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB look) (PP (IN for) (NP (DT a) (NN job))))))))))) (, ,)) (CC but) (NP (NP (ADVP (IN at) (JJS least)) (DT some)) (PP (IN of) (NP (PRP$ their) (NN time)))))) (RS (-DFL- \])) (S-PRP (EDITED-3 (RM (-DFL- \[)) (S-PRP (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB look) (PP-UNF (IN for))))) (, ,) (IP (-DFL- \+))) (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VP (VB go) (ADVP-DIR (RB out))) (RS (-DFL- \])) (CC and) (VP (VB clean) (PRT (RP up)) (NP (DT the) (NNS roads)))))))))))))) (PRN (. .) (S (NP-SBJ (PRP You)) (VP (VBP know)))))) (, ,) (-DFL- E_S))",116
sw12utt/sw_1205_2441.utt,2/sw2441,2441,81,+,A,51,1,Absolutely. ] /,Absolutely/UH ./.,"(INTJ (EDITED (RM (-DFL- \[)) (INTJ-UNF (UH absol-)) (, ,) (IP (-DFL- \+))) (UH Absolutely) (. .) (RS (-DFL- \])) (-DFL- E_S))",119
sw12utt/sw_1205_2441.utt,2/sw2441,2441,82,+,B,52,1,"{D You know, }  /","You/PRP know/VBP ,/,","(S (PRN (S (NP-SBJ (PRP I)) (VP (VBP mean))) (, ,)) (NP-SBJ (PRP I)) (VP (VBP 've) (ADVP-TMP (RB always)) (VP (VBN felt) (SBAR (IN that) (S (NP-SBJ-1 (NP (NNS people)) (PP (IN on) (NP (NN welfare)))) (VP (MD should) (VP (VB be) (VP (VBN required) (S (NP-SBJ-2 (-NONE- *-1)) (VP (TO to) (VP (VB spend) (RM (-DFL- \[)) (NP (NP (NP (ADVP (IN at) (JJS least)) (NN part)) (PP (IN of) (NP (PRP$ their) (NN time)))) (, ,) (IP (-DFL- \+)) (NP (RB not) (NP (PDT all) (DT the) (NN time)) (PRN (SBAR-PRP (IN because) (S (NP-SBJ (DT that)) (VP (VBZ takes) (ADVP (RB away)) (PP (IN from) (NP (PRP$ their) (NN opportunity) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB look) (PP (IN for) (NP (DT a) (NN job))))))))))) (, ,)) (CC but) (NP (NP (ADVP (IN at) (JJS least)) (DT some)) (PP (IN of) (NP (PRP$ their) (NN time)))))) (RS (-DFL- \])) (S-PRP (EDITED-3 (RM (-DFL- \[)) (S-PRP (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB look) (PP-UNF (IN for))))) (, ,) (IP (-DFL- \+))) (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VP (VB go) (ADVP-DIR (RB out))) (RS (-DFL- \])) (CC and) (VP (VB clean) (PRT (RP up)) (NP (DT the) (NNS roads)))))))))))))) (PRN (. .) (S (NP-SBJ (PRP You)) (VP (VBP know)))))) (, ,) (-DFL- E_S))",116
