100.234,100.554,Bmr007-c3,s^ar,,answer to own question,no .
100.554,100.794,Bmr007-c3,b^tc,,,o_k .
100.59,102.35,Bmr007-c0,qo^t,1a,,what about the um - your trip yesterday ?
102.905,103.855,Bmr007-c3,h,,,um .
104.405,106.125,Bmr007-c3,s,1b.2a,,sort of off-topic i guess .
106.125,108.085,Bmr007-c3,s^df.%--,,,cuz that's - cuz that was all - all about the uh ==
106.269,106.679,Bmr007-c0,s^bk,2b,,oh o_k .
108.305,109.935,Bmr007-c3,s,,,i - i - i can chat with you about that {offline} .
110.905,111.625,Bmr007-c3,s,,,that's another thing .
112.382,113.012,Bmr007-c3,fh,,,um ==
114.066,114.936,Bmr007-c3,fh,,,and ==
116.238,117.018,Bmr007-c3,qy^rt^t,,,anything else ?
117.018,118.248,Bmr007-c3,qy^rt^t,,,nothing else ?
118.853,129.803,Bmr007-c3,s,,,uh there's a - i mean there is a - a um uh telephone call tomorrow which will be a conference call that some of us are involved in for uh a possible proposal .
130.548,133.478,Bmr007-c3,fh|s^cc^t.%-,,agenda "we'll,um | we'll talk - we'll talk about it next week if - if something ==
132.712,133.802,Bmr007-cB,qy^rt,2a,,do you want me to be there for that ?
133.802,136.262,Bmr007-cB,s^df^rt,2a+,,i noticed you c_c'ed me but i wasn't actually a recipient .
137.2,138.63,Bmr007-cB,s,2a++,,i didn't quite know what to make of that .
138.766,141.196,Bmr007-c3,h|s^cc,2b.3a,,uh | well we'll talk - talk about that after our meeting .
141.077,141.347,Bmr007-cB,s^bk,3b.4a,,o_k .
141.456,141.596,Bmr007-c3,s^bk^m,4b,,o_k .
142.622,143.172,Bmr007-c3,h|s^tc,,still not sure bout these okays that seem to be tc,uh | o_k .
143.172,148.052,Bmr007-c3,s^t,,,so it sounds like the - the three main things that we have to talk about are uh this list .
148.052,154.162,Bmr007-c3,fh|s^t,,,uh | jane and - jane and adam have some research items and other than that anything as usual anything goes beyond that .
155.019,155.369,Bmr007-c3,s^t,,,o_k .
155.369,159.659,Bmr007-c3,s^t,,,uh jane since - since you were sort of cut off last time why don't we start with yours make sure we get to it .
159.93,162.76,Bmr007-c8,s.%--,,,o_k it's - it's very eh - it's very brief i mean ==
162.76,164.14,Bmr007-c8,s^co,,,just let me - just hand these out .
164.66,164.94,Bmr007-c8,s^fe,,,oops !
165.997,167.457,Bmr007-cB,qy,5a,,is this the same as the email or different ?
167.878,168.758,Bmr007-c8,s,5b.6a,,it's slightly different .
168.304,168.724,Bmr007-c2,s^ft^t3,,,thanks .
168.931,169.121,Bmr007-cB,s^bk,6b,,o_k .
170.498,171.288,Bmr007-c8,s,5b+.6a+,I didn't hear the "i" and therefore removed it,basically the same .
171.154,171.704,Bmr007-c0,qy^d^rt,7a,,same idea ?
171.428,172.648,Bmr007-c8,s^aa^m,7b,,but same idea .
172.648,173.988,Bmr007-c8,s,,funny! DUH!,so if you've looked at this you've seen it before .
173.988,180.878,Bmr007-c8,s,,,so basically um as you know uh part of the encoding includes a mark that indicates an overlap .
182.281,186.711,Bmr007-c8,s.%--,,,it's not indicated with um uh tight precision it's just indicated that ==
187.51,196.506,Bmr007-c8,fh|s,,,o_k so | it's indicated to - to - so {that} people know what parts of sp- - which - which stretches of speech were in the clear versus being overlapped by others .
196.506,202.256,Bmr007-c8,s.%--,,,so i used this mark and um and uh divided the ==
202.586,210.106,Bmr007-c8,s,,,i wrote a script which divides things into individual minutes of which we ended up with forty five and a little bit .
210.856,216.276,Bmr007-c8,s,,,and uh you know {a} minute zero of course is the first minute up to sixty seconds .
215.78,215.89,Bmr007-c2,b.%,,can't hear this,o_k .
